date,value
2003-01-01,1007300000000000.0
2003-02-01,1008000000000000.0
2003-03-01,1008000000000000.0
2003-04-01,1008500000000000.0
2003-05-01,1010600000000000.0
2003-06-01,1012300000000000.0
2003-07-01,1013500000000000.0
2003-08-01,1016300000000000.0
2003-09-01,1014800000000000.0
2003-10-01,1015300000000000.0
2003-11-01,1015700000000000.0
2003-12-01,1016200000000000.0
2004-01-01,1017500000000000.0
2004-02-01,1019300000000000.0
2004-03-01,1020200000000000.0
2004-04-01,1020500000000000.0
2004-05-01,1023200000000000.0
2004-06-01,1023100000000000.0
2004-07-01,1025100000000000.0
2004-08-01,1027600000000000.0
2004-09-01,1026000000000000.0
2004-10-01,1026200000000000.0
2004-11-01,1026200000000000.0
2004-12-01,1026300000000000.0
2005-01-01,1026700000000000.0
2005-02-01,1026800000000000.0
2005-03-01,1028800000000000.0
2005-04-01,1026600000000000.0
2005-05-01,1026600000000000.0
2005-06-01,1026300000000000.0
2005-07-01,1028300000000000.0
2005-08-01,1029900000000000.0
2005-09-01,1030900000000000.0
2005-10-01,1030400000000000.0
2005-11-01,1030900000000000.0
2005-12-01,1030000000000000.0
2006-01-01,1029000000000000.0
2006-02-01,1028000000000000.0
2006-03-01,1027700000000000.0
2006-04-01,1027700000000000.0
2006-05-01,1025700000000000.0
2006-06-01,1024000000000000.0
2006-07-01,1021900000000000.0
2006-08-01,1022500000000000.0
2006-09-01,1024000000000000.0
2006-10-01,1023400000000000.0
2006-11-01,1024200000000000.0
2006-12-01,1024500000000000.0
2007-01-01,1024800000000000.0
2007-02-01,1024600000000000.0
2007-03-01,1025300000000000.0
2007-04-01,1025900000000000.0
2007-05-01,1026100000000000.0
2007-06-01,1026900000000000.0
2007-07-01,1026800000000000.0
2007-08-01,1025400000000000.0
2007-09-01,1026500000000000.0
2007-10-01,1029300000000000.0
2007-11-01,1030500000000000.0
2007-12-01,1031800000000000.0
2008-01-01,1032500000000000.0
2008-02-01,1033300000000000.0
2008-03-01,1033200000000000.0
2008-04-01,1031000000000000.0
2008-05-01,1032900000000000.0
2008-06-01,1035500000000000.0
2008-07-01,1034600000000000.0
2008-08-01,1035700000000000.0
2008-09-01,1036000000000000.0
2008-10-01,1034800000000000.0
2008-11-01,1037100000000000.0
2008-12-01,1039700000000000.0
2009-01-01,1042339200000000.0
2009-02-01,1045579500000000.0
2009-03-01,1046817700000000.0
2009-04-01,1048397600000000.0
2009-05-01,1050983800000000.0
2009-06-01,1052317800000000.0
2009-07-01,1054316200000000.0
2009-08-01,1056549100000000.0
2009-09-01,1057755900000000.0
2009-10-01,1059570500000000.0
2009-11-01,1061717100000000.0
2009-12-01,1062965000000000.0
2010-01-01,1065059400000000.0
2010-02-01,1066598900000000.0
2010-03-01,1067353700000000.0
2010-04-01,1070712600000000.0
2010-05-01,1075227500000000.0
2010-06-01,1074862500000000.0
2010-07-01,1076113700000000.0
2010-08-01,1078686600000000.0
2010-09-01,1080399400000000.0
2010-10-01,1082156400000000.0
2010-11-01,1082658300000000.0
2010-12-01,1082176600000000.0
2011-01-01,1084301600000000.0
2011-02-01,1086263800000000.0
2011-03-01,1088730500000000.0
2011-04-01,1093198300000000.0
2011-05-01,1098243800000000.0
2011-06-01,1099014800000000.0
2011-07-01,1101691700000000.0
2011-08-01,1102552400000000.0
2011-09-01,1104900600000000.0
2011-10-01,1107328100000000.0
2011-11-01,1109444200000000.0
2011-12-01,1110285100000000.0
2012-01-01,1112318100000000.0
2012-02-01,1113829000000000.0
2012-03-01,1116736400000000.0
2012-04-01,1118347500000000.0
2012-05-01,1118999700000000.0
2012-06-01,1120416700000000.0
2012-07-01,1123326800000000.0
2012-08-01,1125722700000000.0
2012-09-01,1127955700000000.0
2012-10-01,1129093700000000.0
2012-11-01,1129544100000000.0
2012-12-01,1134174100000000.0
2013-01-01,1137142800000000.0
2013-02-01,1140771400000000.0
2013-03-01,1144727800000000.0
2013-04-01,1147298900000000.0
2013-05-01,1150606900000000.0
2013-06-01,1154826700000000.0
2013-07-01,1157380000000000.0
2013-08-01,1160147000000000.0
2013-09-01,1163230400000000.0
2013-10-01,1166420000000000.0
2013-11-01,1168341400000000.0
2013-12-01,1172243000000000.0
2014-01-01,1176078500000000.0
2014-02-01,1176867900000000.0
2014-03-01,1177672100000000.0
2014-04-01,1179619800000000.0
2014-05-01,1180908400000000.0
2014-06-01,1183626000000000.0
2014-07-01,1185930500000000.0
2014-08-01,1188757600000000.0
2014-09-01,1192523100000000.0
2014-10-01,1196542800000000.0
2014-11-01,1201648000000000.0
2014-12-01,1205799500000000.0
2015-01-01,1208370600000000.0
2015-02-01,1210815200000000.0
2015-03-01,1213580600000000.0
2015-04-01,1215585400000000.0
2015-05-01,1219554500000000.0
2015-06-01,1220992800000000.0
2015-07-01,1224011000000000.0
2015-08-01,1228263300000000.0
2015-09-01,1228857700000000.0
2015-10-01,1231067100000000.0
2015-11-01,1233075500000000.0
2015-12-01,1235724600000000.0
2016-01-01,1238730900000000.0
2016-02-01,1241311600000000.0
2016-03-01,1244559700000000.0
2016-04-01,1248940400000000.0
2016-05-01,1252686100000000.0
2016-06-01,1256114800000000.0
2016-07-01,1259229000000000.0
2016-08-01,1262028200000000.0
2016-09-01,1264994900000000.0
2016-10-01,1268454400000000.0
2016-11-01,1272941200000000.0
2016-12-01,1277320300000000.0
2017-01-01,1281370400000000.0
2017-02-01,1285573600000000.0
2017-03-01,1289065000000000.0
2017-04-01,1290826800000000.0
2017-05-01,1292582300000000.0
2017-06-01,1297730400000000.0
2017-07-01,1301335100000000.0
2017-08-01,1304257800000000.0
2017-09-01,1307707300000000.0
2017-10-01,1311528000000000.0
2017-11-01,1315884900000000.0
2017-12-01,1316920100000000.0
2018-01-01,1319456200000000.0
2018-02-01,1321249000000000.0
2018-03-01,1323528200000000.0
2018-04-01,1325981300000000.0
2018-05-01,1327112500000000.0
2018-06-01,1331741700000000.0
2018-07-01,1334094300000000.0
2018-08-01,1336346200000000.0
2018-09-01,1339190800000000.0
2018-10-01,1342077700000000.0
2018-11-01,1343295900000000.0
2018-12-01,1345464800000000.0
2019-01-01,1347526500000000.0
2019-02-01,1349147700000000.0
2019-03-01,1351287400000000.0
2019-04-01,1352915900000000.0
2019-05-01,1355400900000000.0
2019-06-01,1356553500000000.0
2019-07-01,1358937300000000.0
2019-08-01,1361345800000000.0
2019-09-01,1364364100000000.0
2019-10-01,1367749300000000.0
2019-11-01,1372165300000000.0
2019-12-01,1375769100000000.0
2020-01-01,1378481200000000.0
2020-02-01,1381560300000000.0
2020-03-01,1386846100000000.0
2020-04-01,1393055100000000.0
2020-05-01,1411446000000000.0
2020-06-01,1436337300000000.0
2020-07-01,1447420400000000.0
2020-08-01,1457873500000000.0
2020-09-01,1465870200000000.0
2020-10-01,1471036600000000.0
2020-11-01,1476691100000000.0
2020-12-01,1482145800000000.0
2021-01-01,1488088300000000.0
2021-02-01,1493272200000000.0
2021-03-01,1498014200000000.0
2021-04-01,1502305900000000.0
2021-05-01,1508270900000000.0
2021-06-01,1510502400000000.0
2021-07-01,1513699300000000.0
2021-08-01,1517034100000000.0
2021-09-01,1520679000000000.0
2021-10-01,1525924500000000.0
2021-11-01,1529105600000000.0
2021-12-01,1532852200000000.0
2022-01-01,1537328800000000.0
2022-02-01,1541231400000000.0
2022-03-01,1544821100000000.0
2022-04-01,1548442700000000.0
2022-05-01,1551118800000000.0
2022-06-01,1554646900000000.0
2022-07-01,1558318100000000.0
2022-08-01,1561493600000000.0
2022-09-01,1563720100000000.0
2022-10-01,1566340100000000.0
2022-11-01,1569967300000000.0
2022-12-01,1572062200000000.0
2023-01-01,1573221600000000.0
2023-02-01,1574919500000000.0
2023-03-01,1577325000000000.0
2023-04-01,1580107300000000.0
2023-05-01,1583067500000000.0
2023-06-01,1586238600000000.0
2023-07-01,1588087700000000.0
2023-08-01,1590559200000000.0
2023-09-01,1592131500000000.0
2023-10-01,1595186200000000.0
2023-11-01,1597003700000000.0
