date,value
2002-04-01,5506615880000.0
2002-05-01,5549586550000.0
2002-06-01,5569629060000.0
2002-07-01,5562730770000.0
2002-08-01,5576687000000.0
2002-09-01,5622654790000.0
2002-10-01,5643921670000.0
2002-11-01,5714500680000.0
2002-12-01,5807824780000.0
2003-01-01,5805922640000.0
2003-02-01,5845442430000.0
2003-03-01,5889675810000.0
2003-04-01,5977503950000.0
2003-05-01,6021151350000.0
2003-06-01,6020728130000.0
2003-07-01,6028346920000.0
2003-08-01,6027513000000.0
2003-09-01,6017975970000.0
2003-10-01,6069017550000.0
2003-11-01,6119711080000.0
2003-12-01,6180921540000.0
2004-01-01,6172393540000.0
2004-02-01,6197447710000.0
2004-03-01,6225883740000.0
2004-04-01,6279743670000.0
2004-05-01,6303752870000.0
2004-06-01,6334158160000.0
2004-07-01,6362248790000.0
2004-08-01,6345512190000.0
2004-09-01,6376641110000.0
2004-10-01,6436041940000.0
2004-11-01,6469649820000.0
2004-12-01,6568176120000.0
2005-01-01,6581634790000.0
2005-02-01,6599810110000.0
2005-03-01,6627775880000.0
2005-04-01,6713297070000.0
2005-05-01,6765829880000.0
2005-06-01,6837022790000.0
2005-07-01,6889245940000.0
2005-08-01,6869182590000.0
2005-09-01,6925241090000.0
2005-10-01,6968588400000.0
2005-11-01,7001166220000.0
2005-12-01,7130669730000.0
2006-01-01,7120287000000.0
2006-02-01,7152523000000.0
2006-03-01,7212527000000.0
2006-04-01,7340883000000.0
2006-05-01,7371811000000.0
2006-06-01,7407431000000.0
2006-07-01,7417857000000.0
2006-08-01,7440735000000.0
2006-09-01,7545250000000.0
2006-10-01,7568435000000.0
2006-11-01,7629036000000.0
2006-12-01,7801675000000.0
2007-01-01,7824797000000.0
2007-02-01,7856264000000.0
2007-03-01,8014409000000.0
2007-04-01,8076317000000.0
2007-05-01,8166526000000.0
2007-06-01,8242225000000.0
2007-07-01,8298009000000.0
2007-08-01,8303861000000.0
2007-09-01,8395223000000.0
2007-10-01,8500092000000.0
2007-11-01,8593524000000.0
2007-12-01,8691439000000.0
2008-01-01,8785716000000.0
2008-02-01,8805948000000.0
2008-03-01,8877089000000.0
2008-04-01,8972245000000.0
2008-05-01,9060572000000.0
2008-06-01,9076946000000.0
2008-07-01,9108827000000.0
2008-08-01,9133022000000.0
2008-09-01,9198869000000.0
2008-10-01,9326351000000.0
2008-11-01,9367448000000.0
2008-12-01,9423780000000.0
2009-01-01,9400007000000.0
2009-02-01,9414395000000.0
2009-03-01,9406751000000.0
2009-04-01,9490159000000.0
2009-05-01,9462893000000.0
2009-06-01,9457503000000.0
2009-07-01,9420891000000.0
2009-08-01,9379997000000.0
2009-09-01,9378228000000.0
2009-10-01,9362116000000.0
2009-11-01,9341008000000.0
2009-12-01,9382249000000.0
2010-01-01,9326164000000.0
2010-02-01,9303401000000.0
2010-03-01,9313183000000.0
2010-04-01,9399886000000.0
2010-05-01,9427101000000.0
2010-06-01,9256526000000.0
2010-07-01,9242776000000.0
2010-08-01,9251623000000.0
2010-09-01,9248048000000.0
2010-10-01,9257331000000.0
2010-11-01,9270087000000.0
2010-12-01,9320772000000.0
2011-01-01,9309189000000.0
2011-02-01,9298647000000.0
2011-03-01,9328841000000.0
2011-04-01,9391506000000.0
2011-05-01,9391993000000.0
2011-06-01,9404390000000.0
2011-07-01,9405852000000.0
2011-08-01,9446139000000.0
2011-09-01,9465968000000.0
2011-10-01,9436920000000.0
2011-11-01,9448342000000.0
2011-12-01,9535046000000.0
2012-01-01,9495264000000.0
2012-02-01,9505534000000.0
2012-03-01,9605842000000.0
2012-04-01,9608369000000.0
2012-05-01,9646447000000.0
2012-06-01,9683131000000.0
2012-07-01,9712257000000.0
2012-08-01,9687648000000.0
2012-09-01,9700181000000.0
2012-10-01,9754760000000.0
2012-11-01,9759438000000.0
2012-12-01,9807967000000.0
2013-01-01,9770397000000.0
2013-02-01,9787921000000.0
2013-03-01,9803725000000.0
2013-04-01,9820849000000.0
2013-05-01,9834100000000.0
2013-06-01,9818252000000.0
2013-07-01,9838121000000.0
2013-08-01,9870677000000.0
2013-09-01,9849394000000.0
2013-10-01,9879719000000.0
2013-11-01,9892722000000.0
2013-12-01,9838121000000.0
2014-01-01,9877980000000.0
2014-02-01,9900449000000.0
2014-03-01,9885427000000.0
2014-04-01,9885612000000.0
2014-05-01,9929801000000.0
2014-06-01,9963404000000.0
2014-07-01,10004591000000.0
2014-08-01,10054990000000.0
2014-09-01,10090601000000.0
2014-10-01,10126141000000.0
2014-11-01,10201776000000.0
2014-12-01,10324951000000.0
2015-01-01,10401253000000.0
2015-02-01,10428801000000.0
2015-03-01,10468470000000.0
2015-04-01,10534228000000.0
2015-05-01,10554124000000.0
2015-06-01,10574729000000.0
2015-07-01,10641967000000.0
2015-08-01,10657018000000.0
2015-09-01,10695874000000.0
2015-10-01,10772619000000.0
2015-11-01,10836309000000.0
2015-12-01,10842536000000.0
2016-01-01,10911372000000.0
2016-02-01,10957779000000.0
2016-03-01,10993835000000.0
2016-04-01,11029519000000.0
2016-05-01,11066926000000.0
2016-06-01,11118426000000.0
2016-07-01,11177243000000.0
2016-08-01,11208978000000.0
2016-09-01,11242681000000.0
2016-10-01,11259751000000.0
2016-11-01,11344745000000.0
2016-12-01,11372997000000.0
2017-01-01,11431525000000.0
2017-02-01,11471302000000.0
2017-03-01,11581365000000.0
